"Search Criteria:"

"Lease Type: Both"
"District: 10"
"Permitted Fluid: Salt Water"
"Injection Type: Disposal into a productive zone (H-1)"

"UIC No.","API No.",District,"Lease No.","Lease Name","Well No.","Field Name","Operator Name",County,Oil/Gas,"Formation Names"
000038572,23383600,10,01241,STANSBERRY,25W,"PANHANDLE HUTCHINSON COUNTY FLD.","PG-M INTERNATIONAL OPERATING,LLC",HUTCHINSON,Oil,
000038573,23305675,10,01241,STANSBERRY,26W,"PANHANDLE HUTCHINSON COUNTY FLD.","NOLEN, JERRY OPERATOR",HUTCHINSON,Oil,
000038574,23383892,10,01281,"WATKINS -B-",8W,"PANHANDLE HUTCHINSON COUNTY FLD.","POLARIS OPERATING, LLC",HUTCHINSON,Oil,
000038576,23383939,10,01292,"HAILE -C-",1W,"PANHANDLE HUTCHINSON COUNTY FLD.","CHEVRON U. S. A. INC.",HUTCHINSON,Oil,
000038580,23309412,10,01758,"COCKRELL, E. TR. -C- /NCT-B/",7,"PANHANDLE HUTCHINSON COUNTY FLD.","BENSON-MCCOWN & COMPANY",HUTCHINSON,Oil,
000038581,23301623,10,01758,"COCKRELL, E. TR. -C- /NCT-B/",50D,"PANHANDLE HUTCHINSON COUNTY FLD.","SUOCO OIL CORP.",HUTCHINSON,Oil,
000038582,23384595,10,01970,HUBER-HERRING,7,"PANHANDLE HUTCHINSON COUNTY FLD.","SCOUT ENERGY MANAGEMENT LLC",HUTCHINSON,Oil,
000038584,23311761,10,02843,"JOHNSON, M. T.",10,"PANHANDLE HUTCHINSON COUNTY FLD.","TROJAN OIL AND GAS",HUTCHINSON,Oil,
000038586,23382263,10,00982,"WARE FEE",6W,"PANHANDLE HUTCHINSON COUNTY FLD.","A & B WELL SERVICE INC.",HUTCHINSON,Oil,
000038589,23300713,10,01806,ARAM,6D,"PANHANDLE HUTCHINSON COUNTY FLD.","LUCKY BIRD TOO",HUTCHINSON,Oil,
000038590,23384788,10,02204,LUGINBHYL,3W,"PANHANDLE HUTCHINSON COUNTY FLD.","HERRMANN, A. E. CORP.",HUTCHINSON,Oil,
000038592,23384356,10,01693,"WHITTENBURG, J. A.",4W,"PANHANDLE HUTCHINSON COUNTY FLD.","WATSON OPERATING COMPANY",HUTCHINSON,Oil,
000038593,23306294,10,04990,HODGES,1W,"PANHANDLE HUTCHINSON COUNTY FLD.","K C S PETROLEUM, INC.",HUTCHINSON,Oil,
000038594,23311730,10,04990,HODGES,7W,"PANHANDLE HUTCHINSON COUNTY FLD.","K C S PETROLEUM, INC.",HUTCHINSON,Oil,
000038596,23381464,10,00849,"HOLCO WHITTENBURG",13W,"PANHANDLE HUTCHINSON COUNTY FLD.","HOLCO OIL & GAS",HUTCHINSON,Oil,
000038597,23310220,10,01030,ERLE,14W,"PANHANDLE HUTCHINSON COUNTY FLD.","CANADIAN RIVER TRADING COMPANY",HUTCHINSON,Oil,
000038598,23309930,10,01212,SMITH,13W,"PANHANDLE HUTCHINSON COUNTY FLD.","K C S PETROLEUM, INC.",HUTCHINSON,Oil,
000038599,23309912,10,01212,SMITH,40W,"PANHANDLE HUTCHINSON COUNTY FLD.","K C S PETROLEUM, INC.",HUTCHINSON,Oil,
000038601,23304303,10,00852,BLACKBURN,5W,"PANHANDLE HUTCHINSON COUNTY FLD.","HUBER, J. M., CORPORATION",HUTCHINSON,Oil,
000038602,23304295,10,00853,BONE,1,"PANHANDLE HUTCHINSON COUNTY FLD.","HUBER, J. M., CORPORATION",HUTCHINSON,Oil,
000038603,23300810,10,00861,HILL,7W,"PANHANDLE HUTCHINSON COUNTY FLD.","SNW OPERATING COMPANY",HUTCHINSON,Oil,
000038604,23310935,10,00867,"JOHNSON, JACK",6W,"PANHANDLE HUTCHINSON COUNTY FLD.","SNW OPERATING COMPANY",HUTCHINSON,Oil,
000038605,23320065,10,00867,"JOHNSON, JACK",26W,"PANHANDLE HUTCHINSON COUNTY FLD.","SNW OPERATING COMPANY",HUTCHINSON,Oil,
000038607,23304516,10,00883,RILEY,1D,"PANHANDLE HUTCHINSON COUNTY FLD.","HUBER, J. M., CORPORATION",HUTCHINSON,Oil,
000038608,23300225,10,00883,RILEY,15W,"PANHANDLE HUTCHINSON COUNTY FLD.","HUBER, J. M., CORPORATION",HUTCHINSON,Oil,
000038609,23381589,10,00884,"RILEY -A-, -F-, -G- & -K-","F 18W","PANHANDLE HUTCHINSON COUNTY FLD.","HUBER, J. M., CORPORATION",HUTCHINSON,Oil,
000038610,23381592,10,00884,"RILEY -A-, -F-, -G- & -K-","F 22W","PANHANDLE HUTCHINSON COUNTY FLD.","SCOUT ENERGY MANAGEMENT LLC",HUTCHINSON,Oil,
000038611,23301285,10,00886,"SANFORD -M-",3W,"PANHANDLE HUTCHINSON COUNTY FLD.","G C & W INC.",HUTCHINSON,Oil,
000038612,23381652,10,00891,"STEVENSON -A-",24W,"PANHANDLE HUTCHINSON COUNTY FLD.","HUBER, J. M., CORPORATION",HUTCHINSON,Oil,
000038613,23300112,10,00894,WEATHERLY,42W,"PANHANDLE HUTCHINSON COUNTY FLD.","PONDEROSA TX OPERATING LLC",HUTCHINSON,Oil,
000038614,23304158,10,00894,WEATHERLY,"E  9W","PANHANDLE HUTCHINSON COUNTY FLD.","HUBER, J. M., CORPORATION",HUTCHINSON,Oil,
000038615,23306451,10,01671,"STATE OF TEXAS A-B","B 38W","PANHANDLE HUTCHINSON COUNTY FLD.","HUBER, J. M., CORPORATION",HUTCHINSON,Oil,
000038616,23304346,10,01915,"PENNY -B-",5W,"PANHANDLE HUTCHINSON COUNTY FLD.","O. H. M. OPERATING",HUTCHINSON,Oil,
000038617,23308040,10,02019,"WHITEHALL-BURNETT -D-",16W,"PANHANDLE HUTCHINSON COUNTY FLD.","PONDEROSA TX OPERATING LLC",HUTCHINSON,Oil,
000038618,23311903,10,02100,"BURNETT -RF-",14W,"PANHANDLE HUTCHINSON COUNTY FLD.","CODY COMPANY",HUTCHINSON,Oil,
000038619,23308029,10,02127,"BURNETT -RH-",4W,"PANHANDLE HUTCHINSON COUNTY FLD.","SARGECO, INC.",HUTCHINSON,Oil,
000038620,23384815,10,02250,"SOUTH HERRING",20W,"PANHANDLE HUTCHINSON COUNTY FLD.","HUBER, J. M., CORPORATION",HUTCHINSON,Oil,
000038621,23384839,10,02250,"SOUTH HERRING",135,"PANHANDLE HUTCHINSON COUNTY FLD.","SCOUT ENERGY MANAGEMENT LLC",HUTCHINSON,Oil,
000038622,23311904,10,02259,HERRING-BURCH-HERRING,15W,"PANHANDLE HUTCHINSON COUNTY FLD.","HUBER, J. M., CORPORATION",HUTCHINSON,Oil,
000038623,23301570,10,02259,HERRING-BURCH-HERRING,81W,"PANHANDLE HUTCHINSON COUNTY FLD.","MOMENTUM OPERATING CO., INC.",HUTCHINSON,Oil,
000038624,23384974,10,02378,"STATE OF TEXAS -A-C-",50W,"PANHANDLE HUTCHINSON COUNTY FLD.","HUBER, J. M., CORPORATION",HUTCHINSON,Oil,
000038625,23313733,10,02770,MAGNOLIA-HERRING,1W,"PANHANDLE HUTCHINSON COUNTY FLD.","STALLION ENERGY LLC",HUTCHINSON,Oil,
000038648,23305425,10,04077,PERKY,"4 R","PANHANDLE HUTCHINSON COUNTY FLD.","HUBER, J. M., CORPORATION",HUTCHINSON,Oil,
000038649,23330300,10,04173,READ,6W,"PANHANDLE HUTCHINSON COUNTY FLD.","SCOUT ENERGY MANAGEMENT LLC",HUTCHINSON,Oil,
000038650,23301170,10,04274,"STATE OF TEXAS -A-","A 11W","PANHANDLE HUTCHINSON COUNTY FLD.","NEW-TEX OPERATING II, LLC",HUTCHINSON,Oil,
000038656,23306942,10,02350,PEI-JATEN,3D,"PANHANDLE HUTCHINSON COUNTY FLD.","C & C OIL PRODUCERS",HUTCHINSON,Oil,
000038657,23384954,10,02350,PEI-JATEN,"A  5D","PANHANDLE HUTCHINSON COUNTY FLD.","JATEN OIL CO.",HUTCHINSON,Oil,
000038658,23311815,10,03216,PEI-WHITTENBURG,"A  4W","PANHANDLE HUTCHINSON COUNTY FLD.","JATEN OIL CO.",HUTCHINSON,Oil,
000038670,23309982,10,00903,PITTS,37W,"PANHANDLE HUTCHINSON COUNTY FLD.","TRADITIONS OIL & GAS, LLC",HUTCHINSON,Oil,
000038673,23308296,10,02130,"SMITH ""7-R""",10D,"PANHANDLE HUTCHINSON COUNTY FLD.","RASS OPERATING",HUTCHINSON,Oil,
000038674,23311913,10,02292,"SMITH ""10-T""",11W,"PANHANDLE HUTCHINSON COUNTY FLD.","POLARIS OPERATING, LLC",HUTCHINSON,Oil,
000038675,23309477,10,00699,RYAN,1W,"PANHANDLE HUTCHINSON COUNTY FLD.","PONDEROSA TX OPERATING LLC",HUTCHINSON,Oil,"BROWN DOLOMITE, WHITE DOLOMITE"
000038676,23311908,10,05891,"RYAN ""A""",2W,"PANHANDLE HUTCHINSON COUNTY FLD.","TONEY, W.L.",HUTCHINSON,Oil,
000038677,23384623,10,02010,"PRITCHARD, SALLIE -A-",1W,"PANHANDLE HUTCHINSON COUNTY FLD.","TADLOCK PRODUCTIONS",HUTCHINSON,Oil,
000038678,23384628,10,02010,"PRITCHARD, SALLIE -A-",5W,"PANHANDLE HUTCHINSON COUNTY FLD.","TADLOCK PRODUCTIONS",HUTCHINSON,Oil,
000038680,23301581,10,00928,"PRITCHARD, SALLIE -B-",3W,"PANHANDLE HUTCHINSON COUNTY FLD.","LOSURE, KEN",HUTCHINSON,Oil,
000038682,23320039,10,07400,WOMBLE,304W,"PANHANDLE HUTCHINSON COUNTY FLD.","MAC 5 OPERATING, LLC",HUTCHINSON,Oil,
000038683,23301237,10,00769,"JOHNSON -K-",2W,"PANHANDLE HUTCHINSON COUNTY FLD.","SNW OPERATING COMPANY",HUTCHINSON,Oil,
000038684,23382280,10,00984,"CARVER, H. W. -B-",8W,"PANHANDLE HUTCHINSON COUNTY FLD.","NORTH STAR PETROLEUM CORP.",HUTCHINSON,Oil,
000038685,23382296,10,00985,"CARVER, W. A.",23W,"PANHANDLE HUTCHINSON COUNTY FLD.","NORTH STAR PETROLEUM CORP.",HUTCHINSON,Oil,
000038686,23382299,10,00985,"CARVER, W. A.",28W,"PANHANDLE HUTCHINSON COUNTY FLD.","NORTH STAR PETROLEUM CORP.",HUTCHINSON,Oil,
000038687,23382312,10,00986,"HERRING, -A- & -B-","A 15W","PANHANDLE HUTCHINSON COUNTY FLD.","NORTH STAR PETROLEUM CORP.",HUTCHINSON,Oil,
000038688,23382326,10,00988,"ROESER & PENDLETON,CARVER, W. A.",2W,"PANHANDLE HUTCHINSON COUNTY FLD.","NORTH STAR PETROLEUM CORP.",HUTCHINSON,Oil,
000038689,23384994,10,02468,BIVINS,9W,"PANHANDLE HUTCHINSON COUNTY FLD.","NORTH STAR PETROLEUM CORP.",HUTCHINSON,Oil,
000038691,23381327,10,00816,"COCKRELL -C-",14W,"PANHANDLE HUTCHINSON COUNTY FLD.","PANHANDLE PRODUCING COMPANY",HUTCHINSON,Oil,
000038692,23311836,10,00819,ELLIS,9,"PANHANDLE HUTCHINSON COUNTY FLD.","BRANDY PRODUCTION",HUTCHINSON,Oil,
000038693,23381342,10,00819,ELLIS,14W,"PANHANDLE HUTCHINSON COUNTY FLD.","PANHANDLE PRODUCING COMPANY",HUTCHINSON,Oil,
000038695,23309605,10,00820,HAILE,13,"PANHANDLE HUTCHINSON COUNTY FLD.","PANHANDLE PRODUCING COMPANY",HUTCHINSON,Oil,
000038696,23381363,10,00821,HARDIN-JOHNSTON-STARNES,4,"PANHANDLE HUTCHINSON COUNTY FLD.","PANHANDLE PRODUCING COMPANY",HUTCHINSON,Oil,
000038697,23381374,10,00822,JOHNSTON,10W,"PANHANDLE HUTCHINSON COUNTY FLD.","PANHANDLE PRODUCING COMPANY",HUTCHINSON,Oil,
000038698,23310270,10,00821,HARDIN-JOHNSTON-STARNES,"J 15","PANHANDLE HUTCHINSON COUNTY FLD.","KODIAK OPERATING, LLC",HUTCHINSON,Oil,
000038700,23384226,10,01598,"ANTELOPE CREEK",8W,"PANHANDLE HUTCHINSON COUNTY FLD.","PANHANDLE PRODUCING CO., OPER.",HUTCHINSON,Oil,
000038701,23306550,10,00945,"WHITTENBURG DRAPER 120",1,"PANHANDLE HUTCHINSON COUNTY FLD.","PAN RESOURCES, INC.",HUTCHINSON,Oil,
000038702,23306559,10,00945,"WHITTENBURG DRAPER 120",3W,"PANHANDLE HUTCHINSON COUNTY FLD.","PAN RESOURCES, INC.",HUTCHINSON,Oil,
000038703,23303931,10,00947,"WHITTENBURG ESTATE",14,"PANHANDLE HUTCHINSON COUNTY FLD.","PAN RESOURCES, INC.",HUTCHINSON,Oil,
000038704,23306499,10,00947,"WHITTENBURG ESTATE",15W,"PANHANDLE HUTCHINSON COUNTY FLD.","PAN RESOURCES, INC.",HUTCHINSON,Oil,
000038705,23307050,10,00949,"HOLIFIELD-WHITTENBURG -A-",15W,"PANHANDLE HUTCHINSON COUNTY FLD.","PAN RESOURCES, INC.",HUTCHINSON,Oil,
000038706,23301148,10,00949,"HOLIFIELD-WHITTENBURG -A-",17W,"PANHANDLE HUTCHINSON COUNTY FLD.","PAN RESOURCES, INC.",HUTCHINSON,Oil,
000038707,23301808,10,01089,"HAILE -A-",5W,"PANHANDLE HUTCHINSON COUNTY FLD.","PAN RESOURCES, INC.",HUTCHINSON,Oil,
000038708,23382758,10,01091,HAILE,13W,"PANHANDLE HUTCHINSON COUNTY FLD.","PAN RESOURCES, INC.",HUTCHINSON,Oil,
000038709,23382759,10,01097,PRITCHARD,1W,"PANHANDLE HUTCHINSON COUNTY FLD.","PAN RESOURCES, INC.",HUTCHINSON,Oil,
000038710,23305249,10,01097,PRITCHARD,14W,"PANHANDLE HUTCHINSON COUNTY FLD.","PAN RESOURCES, INC.",HUTCHINSON,Oil,
000038711,06504214,10,01100,WARE,14W,"PANHANDLE HUTCHINSON COUNTY FLD.","RED LINE COMPANY, LTD.",CARSON,Oil,
000038712,23308304,10,01009,"SMITH, H. E. A/C #2",1W,"PANHANDLE HUTCHINSON COUNTY FLD.","TRAVELERS OIL COMPANY",HUTCHINSON,Oil,
000038713,23311682,10,00968,WATKINS,13WL,"PANHANDLE HUTCHINSON COUNTY FLD.","TRANS TERRA CORP., INTERNATIONAL",HUTCHINSON,Oil,
000038716,23383703,10,01257,HILL,"M 43W","PANHANDLE HUTCHINSON COUNTY FLD.","ELK HORN OIL & GAS INC.",HUTCHINSON,Oil,
000038717,23306629,10,01259,"WHITTENBURG -L-",23W,"PANHANDLE HUTCHINSON COUNTY FLD.","ELK HORN OIL & GAS INC.",HUTCHINSON,Oil,
000038718,23330029,10,01259,"WHITTENBURG -L-",38W,"PANHANDLE HUTCHINSON COUNTY FLD.","ELK HORN OIL & GAS INC.",HUTCHINSON,Oil,
000038722,23380762,10,00701,"THOMPSON -F-",1W,"PANHANDLE HUTCHINSON COUNTY FLD.","PHILLIPS PETROLEUM COMPANY",HUTCHINSON,Oil,
000038723,23305083,10,01021,CHILDERS,3W,"PANHANDLE HUTCHINSON COUNTY FLD.","PHILLIPS PETROLEUM COMPANY",HUTCHINSON,Oil,
000038734,23309460,10,01024,"COCKRELL RANCH T-K A&B",77W,"PANHANDLE HUTCHINSON COUNTY FLD.","LARGE OPERATING LLC",HUTCHINSON,Oil,
000038736,23313127,10,01025,DORSETT,7W,"PANHANDLE HUTCHINSON COUNTY FLD.","IRVIN PETROLEUM INC.",HUTCHINSON,Oil,
000038737,23307370,10,01027,EASTER,6W,"PANHANDLE HUTCHINSON COUNTY FLD.","DUKE ENERGY FIELD SERVICES, LP",HUTCHINSON,Oil,
000038738,23382485,10,01028,"EBLING, RAY",2W,"PANHANDLE HUTCHINSON COUNTY FLD.","PHILLIPS PETROLEUM COMPANY",HUTCHINSON,Oil,
000038741,23304326,10,01044,"JOHNSON, M.",7D,"PANHANDLE HUTCHINSON COUNTY FLD.","PHILLIPS PETROLEUM COMPANY",HUTCHINSON,Oil,
000038743,23310416,10,01047,"HUTCH-D. JORDAN",10W,"PANHANDLE HUTCHINSON COUNTY FLD.","RED LINE COMPANY, LTD.",HUTCHINSON,Oil,
000038748,23313191,10,01055,LUCA,"D 10","PANHANDLE HUTCHINSON COUNTY FLD.","STALLION ENERGY, INC.",HUTCHINSON,Oil,
000038749,23306348,10,01063,"J.J. PERKINS",20D,"PANHANDLE HUTCHINSON COUNTY FLD.","BAR L PRODUCERS",HUTCHINSON,Oil,
000038750,23304180,10,01066,"GREEN RIVER",3W,"PANHANDLE HUTCHINSON COUNTY FLD.","PG-M INTERNATIONAL OPERATING,LLC",HUTCHINSON,Oil,
000038751,23310731,10,01075,"THOMPSON -E-",3W,"PANHANDLE HUTCHINSON COUNTY FLD.","LUCKY BIRD TOO",HUTCHINSON,Oil,
000038753,23304569,10,01078,WALTER,5D,"PANHANDLE HUTCHINSON COUNTY FLD.","POGO PANHANDLE 2004, L.P.",HUTCHINSON,Oil,
000038755,23306998,10,07259,"WHITTENBURG -57-",63W,"PANHANDLE HUTCHINSON COUNTY FLD.","PG-M INTERNATIONAL OPERATING,LLC",HUTCHINSON,Oil,
000038756,23382707,10,01085,"WHITTENBURG, J. A. -A-",76W,"PANHANDLE HUTCHINSON COUNTY FLD.","PONDEROSA TX OPERATING LLC",HUTCHINSON,Oil,
000038758,23382737,10,01086,WHITTENBURG-PULASKI,3W,"PANHANDLE HUTCHINSON COUNTY FLD.","PONDEROSA TX OPERATING LLC",HUTCHINSON,Oil,
000038759,23303349,10,01087,"WRIGHT, J.",1W,"PANHANDLE HUTCHINSON COUNTY FLD.","PHILLIPS PETROLEUM COMPANY",HUTCHINSON,Oil,
000038760,23311896,10,01825,RUBIN-MCDOWELL,6W,"PANHANDLE HUTCHINSON COUNTY FLD.","SCOUT ENERGY MANAGEMENT LLC",HUTCHINSON,Oil,
000038765,23384773,10,02186,"RANCH -E- & TS-D-",1W,"PANHANDLE HUTCHINSON COUNTY FLD.","PHILLIPS PETROLEUM COMPANY",HUTCHINSON,Oil,
000038775,23311832,10,02778,"HARVEY UNIT",8028W,"PANHANDLE HUTCHINSON COUNTY FLD.","ENEREX SUPPLY, INC.",HUTCHINSON,Oil,
000038779,23309900,10,02778,"HARVEY UNIT",8035W,"PANHANDLE HUTCHINSON COUNTY FLD.","LARGE OPERATING LLC",HUTCHINSON,Oil,
000038780,23307678,10,02803,"BIVINS, LEE",2W,"PANHANDLE HUTCHINSON COUNTY FLD.","PHILLIPS PETROLEUM COMPANY",HUTCHINSON,Oil,
000038783,23330230,10,03797,KILLOUGH,5W,"PANHANDLE HUTCHINSON COUNTY FLD.","BORGER RESOURCES 4 LLC",HUTCHINSON,Oil,
000038803,23300583,10,02565,COCKRELL,6D,"PANHANDLE HUTCHINSON COUNTY FLD.","RESTORATION ENERGY LLC",HUTCHINSON,Oil,
000038804,23381379,10,00824,MOORE-LANGDON,3W,"PANHANDLE HUTCHINSON COUNTY FLD.","ROBINSON, CLAUDE OIL & GAS",HUTCHINSON,Oil,
000038808,23306204,10,01631,GULF-WHITTENBURG-D-,7W,"PANHANDLE HUTCHINSON COUNTY FLD.","G. N. C. OIL COMPANY",HUTCHINSON,Oil,
000038810,23384122,10,01332,"WHITTENBURG, J. A.",7W,"PANHANDLE HUTCHINSON COUNTY FLD.","ROMINES & WARNER",HUTCHINSON,Oil,
000038811,23307198,10,01333,"WHITTENBURG, J. A. -A-",3W,"PANHANDLE HUTCHINSON COUNTY FLD.","PG-M INTERNATIONAL OPERATING,LLC",HUTCHINSON,Oil,
000038812,23307210,10,02055,"WHITTENBURG -K-",6W,"PANHANDLE HUTCHINSON COUNTY FLD.","PONY OIL COMPANY",HUTCHINSON,Oil,
000038813,23304987,10,01131,MOORE-LANGDON,13D,"PANHANDLE HUTCHINSON COUNTY FLD.","PORTER OPERATING COMPANY, L.L.C.",HUTCHINSON,Oil,
000038814,23304863,10,01225,"LEWIS, T. D.",1W,"PANHANDLE HUTCHINSON COUNTY FLD.","POLARIS OPERATING, LLC",HUTCHINSON,Oil,
000038818,23382916,10,01134,HAMILTON,36W,"PANHANDLE HUTCHINSON COUNTY FLD.","NEW-TEX OPERATING, LLC",HUTCHINSON,Oil,
000038819,23382935,10,01135,"PERKINS, J. J.",25W,"PANHANDLE HUTCHINSON COUNTY FLD.","NEW-TEX OPERATING, LLC",HUTCHINSON,Oil,
000038820,23382938,10,01136,"WISDOM, BELLE",5W,"PANHANDLE HUTCHINSON COUNTY FLD.","KODIAK OPERATING, LLC",HUTCHINSON,Oil,
000038822,23311828,10,01288,"SANFORD -A-",6W,"PANHANDLE HUTCHINSON COUNTY FLD.","SNIDER OIL CO.",HUTCHINSON,Oil,
000038823,23311756,10,01013,"WHITTENBURG, J. A.",2W,"PANHANDLE HUTCHINSON COUNTY FLD.","TOPPER OIL COMPANY",HUTCHINSON,Oil,
000038824,23385344,10,03272,TARBOX,1W,"PANHANDLE HUTCHINSON COUNTY FLD.","G C & W INC.",HUTCHINSON,Oil,
000038829,23383638,10,01254,DIAL,12D,"PANHANDLE HUTCHINSON COUNTY FLD.","COLLINS OIL & GAS",HUTCHINSON,Oil,
000038830,23305646,10,01345,SISTERS,4W,"PANHANDLE HUTCHINSON COUNTY FLD.","CALDWELL PRODUCTION CO. INC.",HUTCHINSON,Oil,
000038834,23308475,10,00780,WEATHERLY,4,"PANHANDLE HUTCHINSON COUNTY FLD.","NORTHERN OIL AND GAS, INC.",HUTCHINSON,Oil,
000038836,23307988,10,01267,"BURNETT, S. B. NCT-5",17D,"PANHANDLE HUTCHINSON COUNTY FLD.","TEXACO INC.",HUTCHINSON,Oil,
000038837,23307992,10,01267,"BURNETT, S. B. NCT-5",37W,"PANHANDLE HUTCHINSON COUNTY FLD.","BMX CORPORATION, INC.",HUTCHINSON,Oil,
000038838,23301376,10,01269,"GARNER, C. R. ""A""",37D,"PANHANDLE HUTCHINSON COUNTY FLD.","LOSURE, KEN",HUTCHINSON,Oil,
000038840,23310428,10,01271,"GARNER, C. R. ""B""",14W,"PANHANDLE HUTCHINSON COUNTY FLD.","ADOBE OPERATING COMPANY",HUTCHINSON,Oil,
000038854,23330098,10,01279,"WISDOM, BELLE NCT-1",6W,"PANHANDLE HUTCHINSON COUNTY FLD.","SAND SPRINGS OIL & GAS CO.",HUTCHINSON,Oil,
000038857,23384917,10,02265,"LOGAN ""A""",3W,"PANHANDLE HUTCHINSON COUNTY FLD.","DAWN OIL & GAS OPERATORS INC.",HUTCHINSON,Oil,
000038862,23308260,10,02556,"KINGSLAND -D-",2W,"PANHANDLE HUTCHINSON COUNTY FLD.","ENERGY 2000, INC.",HUTCHINSON,Oil,
000038864,23380884,10,00731,"JOHNSON, E. B. -C-",2D,"PANHANDLE HUTCHINSON COUNTY FLD.",JIRO,HUTCHINSON,Oil,
000038868,23311262,10,00977,"HERRING, E.",2W,"PANHANDLE HUTCHINSON COUNTY FLD.","NIVENS OIL CO.",HUTCHINSON,Oil,
000038869,23330330,10,04190,JAMESON,"2 D","PANHANDLE HUTCHINSON COUNTY FLD.","PONDEROSA TX OPERATING LLC",HUTCHINSON,Oil,
000038872,23380995,10,00763,"WATKINS, E. E.",5W,"PANHANDLE HUTCHINSON COUNTY FLD.","WY-VEL CORP",HUTCHINSON,Oil,
000038877,23309397,10,01175,"COCKRELL, E.",2D,"PANHANDLE HUTCHINSON COUNTY FLD.","POLARIS OPERATING, LLC",HUTCHINSON,Oil,
000038878,23383117,10,01176,HAILE,2D,"PANHANDLE HUTCHINSON COUNTY FLD.","REDSTONE OPERATING, INC.",HUTCHINSON,Oil,
000038881,23385588,10,04341,SOUTHLAND,11W,"PANHANDLE HUTCHINSON COUNTY FLD.","POLARIS OPERATING, LLC",HUTCHINSON,Oil,"BROWN DOLOMITE"
000038883,34101624,10,01698,"MASTERSON ESTATE",7D,"PANHANDLE MOORE COUNTY FIELD","BEREN CORPORATION",MOORE,Oil,
000038884,34100180,10,01353,"RUSSELL, W. L.",1W,"PANHANDLE MOORE COUNTY FIELD","W. B. D. OIL & GAS COMPANY",MOORE,Oil,
000038886,34181485,10,02003,"SMITH, T. G.",7W,"PANHANDLE MOORE COUNTY FIELD","W. B. D. OIL & GAS COMPANY",MOORE,Oil,
000038887,34181446,10,01355,HIGHT,2D,"PANHANDLE MOORE COUNTY FIELD","DIAMOND SHAMROCK EXPLORATION CO.",MOORE,Oil,
000038890,34181531,10,02697,"MASTERSON ESTATE",1D,"PANHANDLE MOORE COUNTY FIELD","GRUENERWALD,WILLIAM &ASSOC.,INC.",MOORE,Oil,
000038891,34130525,10,04288,"DENSON TRUST -E-",4048D,"PANHANDLE MOORE COUNTY FIELD","GRUENERWALD,WILLIAM &ASSOC.,INC.",MOORE,Oil,
000038892,34130212,10,04291,"MASTERSON EAST",1048D,"PANHANDLE MOORE COUNTY FIELD","GRUENERWALD,WILLIAM &ASSOC.,INC.",MOORE,Oil,
000038893,34100249,10,01348,"PRITCHARD -C-",2W,"PANHANDLE MOORE COUNTY FIELD","SCOUT ENERGY MANAGEMENT LLC",MOORE,Oil,
000038894,34181414,10,01349,RUSSELL,6W,"PANHANDLE MOORE COUNTY FIELD","SCOUT ENERGY MANAGEMENT LLC",MOORE,Oil,
000038902,48302500,10,01390,BENTLEY,4W,"PANHANDLE WHEELER COUNTY FIELD","WISCHKAEMPER, KENNETH",WHEELER,Oil,
000038905,48381094,10,02460,BENTLEY,4W,"PANHANDLE WHEELER COUNTY FIELD","MIDWEST EXPLORATION, INC.",WHEELER,Oil,
000038906,48381048,10,02126,"BENTLEY, W. E.",1W,"PANHANDLE WHEELER COUNTY FIELD","ANISMAN, S. & MELVIN A.",WHEELER,Oil,
000038908,48302401,10,01433,"BINKLEY, M. M. ESTATE",4W,"PANHANDLE WHEELER COUNTY FIELD","DONALU OIL",WHEELER,Oil,
000038909,48380656,10,01409,WILLIAMS,1W,"PANHANDLE WHEELER COUNTY FIELD","CHAMPLIN PETROLEUM CO.",WHEELER,Oil,
000038910,48300863,10,01403,PHILLIPS,6W,"PANHANDLE WHEELER COUNTY FIELD","COFER & CRAWFORD",WHEELER,Oil,
000038911,48302562,10,01421,"JOHNSON -A-",3,"PANHANDLE WHEELER COUNTY FIELD","COFER & CRAWFORD",WHEELER,Oil,
000038912,48300827,10,01416,"WORLEY HEIRS",3W,"PANHANDLE WHEELER COUNTY FIELD","PABLO ENERGY, INC.",WHEELER,Oil,
000038914,48302392,10,02395,MCCABE,6W,"PANHANDLE WHEELER COUNTY FIELD","WISCHKAEMPER, KENNETH",WHEELER,Oil,
000038916,48381228,10,03155,PARRISH,"A  2","PANHANDLE WHEELER COUNTY FIELD","RED ROCK OPERATING COMPANY",WHEELER,Oil,
000038919,48302418,10,01414,BINKLEY,8W,"PANHANDLE WHEELER COUNTY FIELD","DOUGLAS, NORVEL TRUST",WHEELER,Oil,
000038920,48380685,10,01415,"BINKLEY -A-",8W,"PANHANDLE WHEELER COUNTY FIELD","DOUGLAS, NORVEL",WHEELER,Oil,
000038921,48301878,10,02129,"WOFFORD -A-",3W,"PANHANDLE WHEELER COUNTY FIELD","NORVEL DOUGLAS OIL INC.",WHEELER,Oil,
000038923,48300248,10,01466,TINDALL,"9 W","PANHANDLE WHEELER COUNTY FIELD","HILL, HUB, INC.",WHEELER,Oil,
000038932,48301675,10,01749,"NOEL -D-",7,"PANHANDLE WHEELER COUNTY FIELD","MIDWEST EXPLORATION, INC.",WHEELER,Oil,
000038933,48380981,10,01749,"NOEL -D-",10W,"PANHANDLE WHEELER COUNTY FIELD","C & C OIL PRODUCERS",WHEELER,Oil,
